Date,Rs,u2,Tmax,Tmin,RH,pr,ETO
1999-09-26,23.2,2.5,34.2,26.6,69.6,0.0,5.9
1999-09-27,24.1,3.0,34.0,25.0,72.2,0.0,6.0
1999-09-28,23.0,2.8,34.2,24.8,73.3,0.0,5.8
1999-09-29,24.4,2.5,34.2,24.2,71.8,0.0,5.9
1999-09-30,24.8,2.1,34.8,24.2,73.3,0.0,5.8
1999-10-01,24.8,2.6,34.8,24.6,72.7,0.0,6.1
1999-10-02,25.3,2.8,34.0,24.8,71.9,0.0,6.1
1999-10-03,25.6,2.9,34.1,24.2,71.9,0.0,6.2
1999-10-04,25.0,2.3,34.8,24.3,71.9,0.0,6.0
1999-10-05,23.8,2.4,34.9,24.2,74.4,0.0,5.7
1999-10-06,16.1,1.2,34.7,23.9,71.8,0.6,4.1
1999-10-07,25.3,2.3,34.0,25.0,71.1,0.0,6.0
1999-10-08,25.8,2.6,35.0,24.4,70.4,0.4,6.3
1999-10-09,25.3,2.5,34.8,24.6,69.4,0.0,6.2
1999-10-10,25.6,1.7,36.4,24.9,70.8,0.0,6.1
1999-10-11,22.8,2.5,35.8,25.2,72.1,0.0,5.9
1999-10-12,21.6,2.6,35.0,24.1,71.1,0.0,5.6
1999-10-13,23.4,2.6,34.4,25.5,71.2,0.0,5.9
1999-10-14,24.3,2.3,34.3,24.1,69.4,0.0,5.9
1999-10-15,24.6,2.8,33.8,22.6,69.9,0.0,6.0
1999-10-16,23.1,2.9,33.4,24.7,69.9,0.0,5.8
1999-10-17,25.9,1.9,34.1,23.5,69.9,0.9,5.9
1999-10-18,25.8,2.3,35.4,23.7,73.0,0.0,6.1
1999-10-19,25.6,2.2,34.6,25.0,72.1,0.0,6.0
1999-10-20,23.9,3.0,34.8,24.8,74.8,0.3,5.9
1999-10-21,24.6,2.1,33.8,25.0,71.2,4.5,5.8
1999-10-22,25.7,3.0,33.7,24.3,69.4,0.0,6.3
1999-10-23,25.5,2.2,34.0,23.5,69.5,0.0,6.0
1999-10-24,26.1,2.4,33.8,23.3,68.4,0.0,6.1
1999-10-25,25.9,2.2,34.2,24.3,69.2,0.0,6.1
1999-10-26,25.7,1.9,35.0,23.7,72.2,0.0,5.9
1999-10-27,26.2,2.2,35.9,25.3,75.6,0.0,6.2
1999-10-28,24.4,1.8,35.6,24.6,74.2,0.0,5.7
1999-10-29,24.2,2.7,35.2,26.5,74.6,0.0,6.0
1999-10-30,19.5,3.1,34.2,26.5,75.1,0.4,5.2
1999-10-31,18.9,2.4,34.0,26.8,74.8,5.2,4.9
1999-11-01,24.7,2.6,34.0,25.5,72.2,1.5,6.0
1999-11-02,18.7,2.2,33.8,24.8,70.4,0.0,4.9
1999-11-03,21.0,2.2,33.7,25.2,72.1,0.0,5.2
1999-11-04,24.4,2.3,34.2,25.0,74.1,0.0,5.8
1999-11-05,19.7,2.4,33.7,25.2,74.2,11.5,5.0
1999-11-06,16.6,3.2,33.2,26.7,72.9,0.0,4.9
1999-11-07,23.6,2.7,34.1,25.0,71.8,0.0,5.8
1999-11-08,25.2,2.6,34.0,24.3,70.9,0.0,6.1
1999-11-09,24.1,2.6,34.0,25.5,74.2,0.0,5.8
1999-11-10,23.4,2.9,34.0,25.1,72.8,0.0,5.8
1999-11-11,25.0,2.6,34.2,24.6,71.9,0.0,6.0
1999-11-12,24.4,2.4,34.4,24.6,72.9,0.0,5.8
1999-11-13,23.3,2.2,34.2,24.5,73.3,0.0,5.5
1999-11-14,22.4,3.0,34.0,25.5,73.9,0.0,5.6
1999-11-15,21.5,3.2,33.9,24.7,71.1,0.0,5.7
1999-11-16,23.5,2.8,33.4,25.0,71.2,0.0,5.8
1999-11-17,24.9,2.2,34.4,23.6,72.8,0.0,5.8
1999-11-18,23.5,1.5,36.0,25.0,71.6,0.0,5.6
1999-11-19,23.0,3.0,34.1,25.5,73.4,0.0,5.8
1999-11-20,23.9,3.0,34.2,27.2,71.4,0.0,6.1
1999-11-21,23.6,2.8,34.0,24.6,70.8,0.0,5.9
1999-11-22,25.0,2.9,33.7,24.9,69.9,0.0,6.1
1999-11-23,24.2,2.5,33.8,24.6,72.1,0.0,5.8
1999-11-24,23.4,2.0,33.7,25.0,71.6,0.0,5.5
1999-11-25,23.6,2.7,34.0,24.2,71.5,0.0,5.8
1999-11-26,20.9,2.7,33.7,24.9,70.6,0.0,5.4
1999-11-27,23.1,3.0,33.7,24.8,70.8,0.0,5.8
1999-11-28,24.0,3.1,34.4,25.5,71.1,0.0,6.1
1999-11-29,22.8,2.5,33.8,24.7,72.9,0.0,5.5
1999-11-30,23.9,2.4,34.2,24.7,72.6,0.3,5.7
1999-12-01,23.5,3.0,34.8,25.1,72.2,0.0,6.0
1999-12-02,19.0,2.4,33.5,25.5,72.2,0.0,5.0
1999-12-03,20.7,2.6,33.7,24.6,73.7,0.0,5.2
1999-12-04,22.2,2.6,34.2,24.5,73.8,0.6,5.5
1999-12-05,20.2,2.3,33.8,25.0,71.9,0.0,5.1
1999-12-06,22.8,2.7,34.2,24.7,71.8,1.9,5.7
1999-12-07,16.8,2.0,32.2,25.0,79.4,4.8,4.1
1999-12-08,14.4,2.5,30.9,24.5,77.8,14.8,3.8
1999-12-09,14.1,1.6,32.6,23.6,79.4,2.8,3.5
1999-12-10,13.6,1.3,31.4,24.2,78.8,7.0,3.3
1999-12-11,18.9,1.8,33.5,25.0,75.6,0.5,4.6
1999-12-12,18.3,2.0,32.8,25.0,76.0,2.6,4.5
1999-12-13,15.4,2.1,31.7,25.3,79.3,9.0,3.8
1999-12-14,22.7,3.2,33.1,24.9,77.3,4.0,5.4
1999-12-15,15.0,1.9,32.1,24.0,79.1,4.1,3.7
1999-12-16,13.8,1.7,31.9,24.6,77.9,6.5,3.5
1999-12-17,19.1,2.2,32.4,25.5,76.1,1.4,4.6
1999-12-18,21.2,2.9,32.8,24.0,75.2,0.4,5.2
1999-12-19,20.6,2.7,33.4,24.5,77.6,0.0,5.0
1999-12-20,23.1,2.0,33.8,24.7,74.9,0.0,5.3
1999-12-21,20.2,2.8,33.4,25.5,79.1,0.2,4.9
1999-12-22,10.4,0.9,30.7,24.5,84.2,5.9,2.5
1999-12-23,12.7,0.2,29.9,24.2,82.6,9.8,2.7
1999-12-24,20.5,1.2,31.7,23.8,79.4,18.4,4.3
1999-12-25,22.7,2.1,32.2,24.6,76.9,4.8,5.1
1999-12-26,22.1,2.3,32.8,24.4,75.9,3.9,5.1
1999-12-27,21.9,2.1,33.1,24.3,77.4,6.2,5.0
1999-12-28,17.1,2.0,30.7,24.2,80.9,6.1,3.9
1999-12-29,10.4,1.4,29.1,23.6,82.2,18.7,2.6
1999-12-30,12.7,1.2,31.5,24.0,84.6,7.4,3.0
1999-12-31,11.9,1.6,28.6,23.8,85.7,13.8,2.8
2000-01-01,22.1,1.2,32.7,23.5,82.2,3.0,4.6
2000-01-02,13.3,1.9,31.2,24.3,85.7,2.4,3.2
2000-01-03,11.5,0.6,28.9,24.0,87.6,20.6,2.5
2000-01-04,15.1,0.8,32.2,23.7,83.4,12.1,3.3
2000-01-05,15.0,1.4,31.5,24.0,80.6,9.6,3.5
2000-01-06,20.4,1.7,32.1,24.1,80.6,3.1,4.5
2000-01-07,23.3,2.1,32.6,24.1,78.6,1.5,5.1
2000-01-08,14.4,1.9,31.7,24.4,81.6,10.1,3.5
2000-01-09,17.4,1.4,32.8,23.5,82.1,11.7,3.9
2000-01-10,17.0,2.2,31.8,23.3,83.7,7.2,3.9
2000-01-11,19.5,1.5,31.1,24.5,81.2,9.4,4.2
2000-01-12,21.5,1.7,32.0,24.5,80.1,4.0,4.7
2000-01-13,16.5,1.8,30.9,24.7,82.4,2.3,3.8
2000-01-14,12.5,0.7,30.1,23.7,84.4,15.1,2.8
2000-01-15,15.7,1.4,31.8,24.7,81.2,4.3,3.6
2000-01-16,16.7,1.8,31.9,25.5,77.7,0.0,4.0
2000-01-17,20.1,2.2,32.5,24.9,76.3,0.7,4.8
2000-01-18,21.5,2.4,32.1,25.2,77.2,0.0,5.0
2000-01-19,22.2,2.4,32.8,24.8,77.1,0.0,5.2
2000-01-20,20.9,1.9,32.7,25.0,78.1,4.8,4.8
2000-01-21,18.5,2.4,32.2,25.0,80.4,3.8,4.4
2000-01-22,11.5,1.8,30.2,24.0,87.1,12.0,2.7
2000-01-23,17.9,1.7,31.9,24.6,82.6,18.8,4.0
2000-01-24,19.1,1.4,32.7,24.9,80.2,11.6,4.3
2000-01-25,12.9,0.9,31.7,24.4,88.1,5.1,2.9
2000-01-26,9.7,1.2,28.3,23.0,87.6,29.4,2.3
2000-01-27,16.3,1.4,31.1,22.9,84.6,9.6,3.6
2000-01-28,11.0,1.2,29.1,24.2,89.2,11.7,2.5
2000-01-29,15.3,1.0,31.1,24.7,88.1,13.6,3.3
2000-01-30,18.7,1.2,30.7,24.0,83.8,11.2,4.0
2000-01-31,17.6,2.1,32.1,24.5,80.6,3.6,4.2
2000-02-01,17.1,1.6,31.5,24.8,82.8,1.3,3.9
2000-02-02,15.3,1.5,30.7,25.1,87.1,10.8,3.4
2000-02-03,10.9,1.4,29.1,24.8,87.4,14.0,2.6
2000-02-04,19.7,2.3,32.1,25.0,82.3,7.3,4.5
2000-02-05,19.1,2.5,32.1,25.2,81.7,1.8,4.4
2000-02-06,14.6,2.0,32.1,25.5,82.0,5.0,3.6
2000-02-07,22.6,2.3,32.2,25.0,78.3,2.7,5.1
2000-02-08,20.0,2.0,32.8,25.3,79.1,7.1,4.7
2000-02-09,21.2,1.9,32.1,24.9,79.8,7.3,4.7
2000-02-10,19.3,2.0,32.2,25.5,86.4,5.9,4.2
2000-02-11,13.8,2.6,31.2,24.7,85.9,12.5,3.3
2000-02-12,13.1,1.4,30.5,24.6,85.2,0.5,3.1
2000-02-13,8.8,1.0,27.1,24.1,91.6,16.9,2.0
2000-02-14,16.5,1.6,31.2,24.0,86.6,26.7,3.6
2000-02-15,9.6,1.6,28.1,24.3,89.5,7.4,2.3
2000-02-16,14.6,1.5,31.0,24.1,87.7,13.6,3.3
2000-02-17,14.5,1.5,30.9,24.8,86.6,10.2,3.3
2000-02-18,21.4,1.7,31.9,24.8,81.5,14.1,4.7
2000-02-19,24.0,2.2,32.6,25.0,77.3,1.0,5.4
2000-02-20,23.8,2.2,32.8,25.3,77.2,0.0,5.4
2000-02-21,12.1,1.4,28.5,24.9,84.5,31.7,2.8
2000-02-22,21.6,1.5,32.4,24.7,80.8,9.1,4.7
2000-02-23,20.2,1.5,32.3,25.5,82.6,1.2,4.5
2000-02-24,19.2,1.9,32.5,25.8,81.1,4.3,4.4
2000-02-25,18.9,0.9,32.7,25.2,81.2,7.3,4.2
2000-02-26,20.5,1.4,32.7,25.5,79.9,2.3,4.6
2000-02-27,17.0,1.6,31.7,25.8,81.0,1.6,4.0
2000-02-28,19.7,1.4,33.2,25.0,81.3,0.0,4.5
2000-02-29,21.4,1.7,32.8,25.6,79.6,0.0,4.9
2000-03-01,22.5,2.0,33.1,24.8,77.4,3.0,5.2
2000-03-02,20.6,2.1,32.5,26.0,81.6,2.2,4.7
2000-03-03,23.8,1.8,33.1,25.6,76.1,3.8,5.4
2000-03-04,20.7,1.9,33.2,25.6,80.8,1.2,4.8
2000-03-05,16.9,0.9,32.2,25.2,85.9,14.4,3.7
2000-03-06,21.5,1.3,32.7,24.9,79.6,28.0,4.8
2000-03-07,17.9,1.8,32.2,25.5,81.2,6.6,4.2
2000-03-08,15.8,1.4,31.7,25.2,82.9,5.8,3.7
2000-03-09,25.4,1.2,34.1,25.1,76.4,6.5,5.6
2000-03-10,25.3,2.2,33.4,25.6,74.8,0.3,5.8
2000-03-11,24.0,2.2,33.7,25.4,76.7,0.0,5.6
2000-03-12,20.2,1.6,33.8,25.6,78.2,1.0,4.8
2000-03-13,23.0,2.0,34.1,25.5,79.9,2.4,5.3
2000-03-14,22.4,1.6,33.8,26.0,75.9,2.0,5.2
2000-03-15,23.1,2.4,33.8,25.6,76.4,3.7,5.5
2000-03-16,21.5,1.8,33.2,25.8,81.0,15.7,4.9
2000-03-17,11.1,0.8,28.9,24.6,87.8,22.1,2.5
2000-03-18,23.2,1.5,33.2,24.6,78.9,8.6,5.1
2000-03-19,23.7,1.8,33.1,25.5,79.7,2.5,5.3
2000-03-20,14.3,2.0,32.4,24.5,86.5,5.9,3.4
2000-03-21,14.9,1.7,32.4,23.6,81.1,12.0,3.7
2000-03-22,18.1,1.3,32.8,23.2,81.6,5.1,4.1
2000-03-23,11.1,0.8,29.1,24.2,87.9,8.4,2.5
2000-03-24,18.4,0.8,31.2,24.0,83.6,16.0,3.9
2000-03-25,19.2,1.3,33.7,25.5,82.1,9.8,4.4
2000-03-26,17.0,1.4,32.4,25.0,84.0,1.5,3.9
2000-03-27,11.9,1.5,30.2,25.6,87.1,9.1,2.8
2000-03-28,12.5,0.6,30.6,25.0,89.2,6.7,2.8
2000-03-29,20.2,1.5,32.6,24.0,86.2,6.2,4.4
2000-03-30,12.0,0.6,28.7,25.5,86.8,7.1,2.7
2000-03-31,17.3,1.2,32.3,25.5,86.6,17.7,3.8
2000-04-01,10.0,0.9,28.5,25.0,90.6,22.1,2.3
2000-04-02,9.5,0.3,26.3,23.5,93.3,17.2,2.1
2000-04-03,16.8,0.7,32.4,23.5,87.5,12.4,3.6
2000-04-04,21.7,0.7,33.4,24.2,82.4,4.6,4.6
2000-04-05,15.1,1.8,32.2,25.5,85.1,3.8,3.6
2000-04-06,17.1,0.7,31.7,25.0,84.8,12.1,3.7
2000-04-07,13.4,1.1,31.5,24.9,86.7,14.6,3.1
2000-04-08,9.8,0.8,30.8,25.0,89.4,4.1,2.3
2000-04-09,17.4,0.9,34.0,24.9,83.4,2.7,3.9
2000-04-10,21.0,1.5,32.2,25.2,84.2,6.2,4.5
2000-04-11,14.3,0.9,32.2,25.0,85.9,8.2,3.2
2000-04-12,14.4,1.0,31.8,25.4,87.1,3.9,3.3
2000-04-13,13.7,0.4,31.2,24.9,87.2,15.1,3.0
2000-04-14,16.9,0.6,33.3,25.0,84.8,10.1,3.7
2000-04-15,11.7,1.3,29.1,26.0,87.2,9.3,2.7
2000-04-16,18.6,0.6,33.8,24.9,86.5,8.3,4.1
2000-04-17,11.0,0.8,30.0,25.2,89.4,13.2,2.5
2000-04-18,20.0,0.4,33.6,24.0,86.7,27.7,4.3
2000-04-19,21.7,0.5,34.0,23.5,83.0,1.3,4.6
2000-04-20,15.6,1.7,33.4,25.8,88.1,0.4,3.6
2000-04-21,11.9,1.1,31.2,25.0,88.8,5.4,2.7
2000-04-22,22.8,0.5,33.8,25.4,82.1,3.2,4.8
2000-04-23,14.7,0.7,30.9,25.0,86.8,27.5,3.2
2000-04-24,19.2,0.9,32.8,25.2,83.9,7.6,4.2
2000-04-25,18.6,1.6,32.1,25.0,84.7,15.9,4.1
2000-04-26,21.2,2.5,32.7,25.2,81.3,9.0,4.8
2000-04-27,13.1,1.1,31.3,24.9,85.9,19.9,3.0
2000-04-28,16.3,1.4,31.5,24.5,85.2,38.7,3.6
2000-04-29,12.0,0.6,31.1,24.6,84.0,9.5,2.7
2000-04-30,13.8,0.7,33.2,24.5,83.9,22.6,3.2
2000-05-01,15.5,0.7,31.4,25.0,87.8,10.0,3.4
2000-05-02,17.0,1.0,31.9,24.7,84.2,14.8,3.7
2000-05-03,14.5,0.9,31.5,24.8,86.7,6.6,3.2
2000-05-04,11.7,1.4,31.8,24.7,89.1,2.7,2.8
2000-05-05,20.2,1.4,32.7,25.0,83.8,7.3,4.4
2000-05-06,15.3,2.0,33.9,25.3,86.1,0.3,3.7
2000-05-07,20.7,0.4,32.7,25.0,83.3,6.1,4.3
2000-05-08,22.3,0.3,35.8,25.2,81.2,4.3,4.8
2000-05-09,18.5,1.2,35.2,25.0,82.8,4.6,4.3
2000-05-10,21.3,0.8,34.2,24.6,78.9,31.2,4.6
2000-05-11,20.7,1.3,34.7,24.7,78.0,4.2,4.7
2000-05-12,19.8,1.0,34.8,25.2,84.1,0.4,4.4
2000-05-13,22.4,0.9,34.0,25.5,79.3,3.5,4.9
2000-05-14,21.2,0.7,36.0,26.0,80.2,3.6,4.7
2000-05-15,18.0,1.0,33.7,25.3,85.4,2.8,4.0
2000-05-16,18.0,0.9,33.1,24.2,85.4,15.7,3.9
2000-05-17,14.1,1.0,33.0,26.0,84.2,4.6,3.3
2000-05-18,19.1,1.5,34.0,24.2,82.8,1.5,4.3
2000-05-19,14.9,0.6,34.8,25.5,82.9,0.0,3.4
2000-05-20,18.8,1.8,34.4,25.8,83.2,6.0,4.4
2000-05-21,11.5,0.7,29.9,25.6,84.3,6.2,2.6
2000-05-22,19.5,1.3,33.5,25.2,80.5,5.4,4.4
2000-05-23,18.8,1.6,34.8,25.5,83.4,0.2,4.3
2000-05-24,15.6,0.7,32.7,25.6,83.4,4.6,3.5
2000-05-25,20.3,1.9,33.1,25.5,82.8,12.2,4.5
2000-05-26,17.3,2.0,33.2,25.5,83.7,4.5,4.0
2000-05-27,18.2,1.6,33.0,25.5,82.7,10.0,4.1
2000-05-28,15.1,0.2,32.2,25.0,88.0,23.6,3.2
2000-05-29,14.9,0.1,32.1,24.8,87.2,10.9,3.2
2000-05-30,9.5,0.4,30.1,24.6,89.3,26.1,2.1
2000-05-31,8.8,0.5,27.1,24.1,91.6,11.7,1.9
2000-06-01,18.5,0.9,32.2,23.1,84.2,8.7,3.9
2000-06-02,22.7,0.8,33.2,24.3,78.6,2.0,4.7
2000-06-03,19.3,0.5,34.0,25.2,81.2,2.3,4.1
2000-06-04,16.0,0.4,33.4,25.5,86.2,9.0,3.5
2000-06-05,21.5,0.8,33.2,24.0,79.3,6.1,4.5
2000-06-06,19.2,0.8,32.1,24.6,82.2,0.9,4.0
2000-06-07,21.9,0.2,32.8,24.2,81.4,9.3,4.4
2000-06-08,19.9,1.0,33.2,24.5,86.8,3.0,4.2
2000-06-09,19.7,1.4,33.2,25.4,81.8,7.9,4.3
2000-06-10,19.5,0.8,31.9,24.8,79.1,3.2,4.1
2000-06-11,18.9,0.7,33.2,24.4,79.6,14.5,4.0
2000-06-12,18.6,0.9,32.8,23.1,80.6,7.2,3.9
2000-06-13,19.7,1.1,31.9,24.1,80.9,4.6,4.1
2000-06-14,20.5,0.3,33.4,24.5,82.6,4.9,4.2
2000-06-15,13.8,0.9,31.1,24.2,86.1,19.5,3.0
2000-06-16,10.4,1.1,28.9,24.5,87.7,4.5,2.4
2000-06-17,19.6,0.9,33.0,24.0,82.7,11.9,4.1
2000-06-18,15.2,1.7,33.6,24.5,85.3,0.0,3.6
2000-06-19,22.7,1.4,32.2,24.9,78.4,5.1,4.8
2000-06-20,22.6,0.9,34.6,24.5,80.1,4.9,4.8
2000-06-21,21.2,0.6,34.6,23.5,80.9,16.8,4.4
2000-06-22,13.0,1.4,31.3,23.2,85.7,3.9,3.0
2000-06-23,15.7,0.8,32.2,22.5,82.9,19.8,3.4
2000-06-24,16.5,1.1,32.1,25.0,81.9,9.8,3.6
2000-06-25,17.0,1.0,33.0,24.2,84.4,6.1,3.7
2000-06-26,18.2,0.5,33.5,24.5,78.8,9.3,3.9
2000-06-27,22.0,0.2,34.2,24.0,76.1,4.2,4.4
2000-06-28,17.0,0.5,33.8,24.5,73.4,3.2,3.7
2000-06-29,10.1,0.2,31.0,25.5,77.6,10.6,2.3
2000-06-30,17.1,0.5,32.8,23.7,82.4,14.2,3.6
2000-07-01,16.2,0.2,31.1,24.5,83.4,2.3,3.3
2000-07-02,18.3,0.3,33.2,24.8,79.2,1.9,3.8
2000-07-03,18.7,0.6,33.8,25.0,82.2,2.2,4.0
2000-07-04,16.8,1.4,31.7,24.0,82.8,15.9,3.7
2000-07-05,12.7,0.6,32.7,24.5,79.6,10.8,2.9
2000-07-06,21.0,0.8,33.7,23.9,79.1,10.9,4.4
2000-07-07,21.5,1.0,33.1,23.8,75.6,5.1,4.6
2000-07-08,15.3,1.3,31.9,25.0,82.2,1.5,3.5
2000-07-09,19.1,0.7,33.7,24.0,81.1,3.7,4.1
2000-07-10,16.5,0.8,32.8,25.5,84.0,8.2,3.6
2000-07-11,18.0,0.9,32.6,23.7,83.1,4.1,3.8
2000-07-12,16.2,1.1,31.9,23.8,83.5,3.0,3.5
2000-07-13,21.9,1.1,33.8,24.8,77.5,6.5,4.7
2000-07-14,22.5,1.2,33.4,24.5,78.2,1.3,4.8
2000-07-15,17.7,0.9,33.2,25.3,84.1,0.1,3.9
2000-07-16,21.2,1.0,32.8,24.5,78.5,7.8,4.5
2000-07-17,22.1,1.6,33.2,24.5,76.7,1.3,4.9
2000-07-18,22.0,1.5,34.0,24.0,80.4,2.4,4.8
2000-07-19,19.8,0.9,34.6,24.2,82.1,0.0,4.3
2000-07-20,21.9,0.6,33.8,25.6,79.1,3.2,4.7
2000-07-21,21.7,0.7,33.0,24.6,79.3,9.3,4.5
2000-07-22,16.1,0.4,32.8,24.8,80.6,4.0,3.5
2000-07-23,21.5,0.4,33.8,23.8,76.9,8.0,4.4
2000-07-24,16.2,1.2,31.9,24.5,80.9,7.4,3.6
2000-07-25,18.1,0.7,32.7,25.0,77.5,2.4,3.9
2000-07-26,21.7,0.4,34.5,24.3,78.4,9.4,4.5
2000-07-27,21.7,1.1,34.0,24.1,78.6,11.2,4.7
2000-07-28,22.5,1.0,33.8,24.6,78.8,8.4,4.8
2000-07-29,19.6,0.3,34.6,25.0,79.8,4.0,4.2
2000-07-30,15.7,1.0,32.2,24.5,82.5,4.0,3.5
2000-07-31,17.3,0.5,33.9,24.5,77.8,0.0,3.8
2000-08-01,23.1,0.6,34.8,24.6,76.9,0.0,4.9
2000-08-02,20.3,0.8,34.8,24.5,78.6,2.5,4.5
2000-08-03,18.8,0.8,34.4,25.0,78.6,4.7,4.2
2000-08-04,18.8,0.9,33.1,23.5,80.9,15.3,4.0
2000-08-05,20.6,0.8,33.1,23.1,79.9,5.8,4.3
2000-08-06,21.5,0.7,34.8,25.0,76.6,2.0,4.7
2000-08-07,15.7,1.1,33.0,24.7,82.1,1.7,3.6
2000-08-08,21.9,1.0,32.4,24.4,79.4,9.8,4.6
2000-08-09,22.8,0.5,34.4,24.5,79.8,4.0,4.8
2000-08-10,21.3,0.9,34.4,24.3,79.1,2.7,4.7
2000-08-11,23.3,2.0,32.8,23.9,77.4,1.9,5.1
2000-08-12,21.1,2.9,32.8,24.8,79.8,0.3,4.9
2000-08-13,19.4,0.9,34.0,23.8,76.1,5.4,4.3
2000-08-14,23.4,1.3,34.0,23.7,77.1,0.5,5.1
2000-08-15,20.0,0.8,34.4,24.0,79.2,4.8,4.4
2000-08-16,16.5,1.3,33.2,24.5,81.6,2.3,3.8
2000-08-17,19.4,0.5,33.4,24.2,83.5,0.3,4.1
2000-08-18,20.0,0.5,33.3,22.9,84.9,23.5,4.2
2000-08-19,19.7,0.6,33.2,24.5,82.2,1.4,4.2
2000-08-20,23.6,0.8,34.0,23.9,76.4,9.8,5.0
2000-08-21,23.9,1.2,35.0,23.9,76.4,0.2,5.3
2000-08-22,23.3,1.3,34.2,24.7,76.8,0.9,5.2
2000-08-23,24.0,1.2,33.8,24.7,76.0,0.0,5.2
2000-08-24,22.7,1.9,33.7,25.6,76.9,1.1,5.2
2000-08-25,24.4,1.6,33.2,25.0,76.1,3.7,5.4
2000-08-26,24.4,1.9,33.2,25.7,73.8,0.4,5.6
2000-08-27,24.0,2.6,33.7,25.5,74.9,0.0,5.7
2000-08-28,23.6,1.6,34.2,24.8,78.2,1.0,5.3
2000-08-29,24.1,1.5,33.8,25.6,77.9,0.3,5.3
2000-08-30,23.4,2.3,33.1,25.5,76.0,0.3,5.4
2000-08-31,22.4,1.9,33.8,26.2,75.9,0.1,5.3
2000-09-01,22.1,1.8,33.5,26.3,74.8,1.1,5.2
2000-09-02,23.1,1.4,35.0,25.1,75.4,1.1,5.3
2000-09-03,22.9,1.7,34.6,24.1,75.7,3.2,5.3
2000-09-04,24.4,1.5,34.6,25.5,74.3,0.0,5.5
2000-09-05,23.0,1.8,34.6,25.5,75.3,0.0,5.4
2000-09-06,22.3,2.4,34.4,25.7,75.9,1.0,5.4
2000-09-07,20.5,1.7,34.3,24.5,78.6,1.9,4.8
2000-09-08,20.0,1.6,31.7,24.1,78.5,9.2,4.5
2000-09-09,22.1,1.5,33.2,25.0,76.0,2.9,5.0
2000-09-10,22.6,1.7,33.7,24.6,75.0,1.5,5.2
2000-09-11,23.7,1.5,33.7,24.5,78.8,0.0,5.2
2000-09-12,23.0,2.8,34.0,24.5,77.9,2.2,5.5
2000-09-13,23.9,1.7,34.2,25.5,75.3,0.0,5.5
2000-09-14,24.4,1.7,33.8,24.6,76.3,0.0,5.5
2000-09-15,21.0,2.1,33.7,25.5,78.5,1.8,5.0
2000-09-16,23.7,1.9,33.7,24.6,74.2,0.6,5.5
2000-09-17,24.4,2.0,34.0,25.1,73.1,0.7,5.7
2000-09-18,23.6,2.2,34.2,25.4,76.3,0.0,5.5
2000-09-19,23.0,1.7,33.7,25.2,74.9,1.7,5.3
2000-09-20,21.5,2.5,33.7,25.5,79.8,0.1,5.1
2000-09-21,21.0,2.0,33.2,25.2,76.8,1.1,5.0
2000-09-22,24.4,2.4,33.1,25.2,71.6,4.7,5.8
2000-09-23,23.6,2.7,32.5,24.2,74.5,0.0,5.5
2000-09-24,23.5,2.9,33.1,24.8,73.9,0.0,5.7
2000-09-25,23.6,2.8,33.2,24.8,74.0,0.0,5.7
2000-09-26,22.6,2.1,33.7,24.5,73.9,0.2,5.4
2000-09-27,24.6,2.2,33.8,25.0,72.2,0.8,5.8
2000-09-28,25.3,3.2,33.8,24.2,73.4,0.0,6.1
2000-09-29,23.3,1.7,34.4,25.5,72.5,0.0,5.5
2000-09-30,23.1,1.7,35.2,24.7,73.2,0.0,5.5
2000-10-01,24.9,2.6,34.1,25.1,70.9,0.0,6.1
2000-10-02,24.5,2.4,34.2,24.4,74.4,0.0,5.8
2000-10-03,25.3,1.4,35.4,24.5,73.9,0.0,5.8
2000-10-04,25.2,2.1,34.1,24.6,74.4,0.0,5.8
2000-10-05,25.2,2.8,33.9,24.7,71.7,0.0,6.1
2000-10-06,24.0,1.8,34.6,24.1,71.6,0.0,5.6
2000-10-07,24.2,2.1,35.2,25.0,72.4,0.0,5.9
2000-10-08,24.5,3.1,34.1,25.2,71.4,0.0,6.1
2000-10-09,25.1,2.4,34.6,24.6,71.8,0.0,6.0
2000-10-10,25.1,2.6,35.0,24.6,71.7,0.0,6.1
2000-10-11,23.4,2.5,34.8,25.1,71.6,0.0,5.9
2000-10-12,24.3,2.9,34.4,25.0,72.4,0.3,6.0
2000-10-13,24.8,3.0,34.9,25.0,72.2,0.0,6.2
2000-10-14,24.7,2.6,34.8,24.7,71.5,0.0,6.1
2000-10-15,23.5,2.5,34.6,24.3,72.2,0.0,5.8
2000-10-16,23.0,2.6,34.7,24.5,72.4,0.0,5.7
2000-10-17,24.2,2.1,36.0,25.0,72.1,1.2,6.0
2000-10-18,21.9,1.6,35.8,24.1,75.2,0.0,5.2
2000-10-19,20.8,1.1,34.6,23.6,74.8,12.2,4.7
2000-10-20,24.4,1.0,35.6,23.9,73.9,0.0,5.4
2000-10-21,23.2,1.8,36.2,25.1,74.9,0.1,5.6
2000-10-22,24.7,2.2,35.4,24.1,72.3,0.0,6.0
2000-10-23,24.5,2.5,34.8,25.2,73.8,10.1,5.9
2000-10-24,25.1,2.3,35.0,24.7,74.4,0.0,5.9
2000-10-25,19.4,2.4,34.8,24.9,78.4,0.0,4.9
2000-10-26,20.6,1.2,33.2,23.5,78.6,40.2,4.5
2000-10-27,24.0,2.1,34.9,23.4,74.5,0.1,5.6
2000-10-28,21.7,1.2,36.5,24.9,76.1,0.2,5.1
